,int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
8152,0.1425,11.05089001,17.22,647,4199.041667,1,1,1
749,0.1134,10.91508846,13.51,682,3510.0,0,0,0
2638,0.1663,11.15625052,0.26,667,3329.958333,3,0,0
3903,0.0963,10.59663473,5.31,717,3270.0,1,0,0
4256,0.0774,10.77895629,2.38,797,5400.0,0,0,0
1259,0.1507,10.22194128,7.9,662,1500.0,1,0,0
7736,0.0964,9.903487553,10.0,712,1139.0,4,0,1
2256,0.08,11.77528973,17.15,782,7050.041667,0,0,0
5640,0.0894,10.77895629,21.75,717,6175.0,3,0,0
8760,0.1886,11.31447453,27.26,652,3543.958333,3,0,0
369,0.0775,11.65702581,2.89,807,5160.0,1,0,0
3537,0.1284,11.35040654,11.87,727,1559.958333,2,0,0
3892,0.1505,11.184421400000002,16.3,667,3600.0,0,0,0
9025,0.1632,11.57119437,2.9,707,4799.958333,8,0,0
4372,0.1913,11.13093271,16.81,662,1500.0,1,0,0
7527,0.1941,10.858999,11.15,672,5550.0,2,0,0
7111,0.1422,10.93745465,13.93,682,4290.041667,2,1,0
7442,0.1062,11.63691144,0.28,797,7020.0,0,0,0
6768,0.1461,9.501516334,3.14,672,15990.0,0,0,0
5496,0.16699999999999998,11.69524702,3.88,692,4650.958333,1,0,0
872,0.0768,10.59663473,11.49,797,6959.958333,0,0,0
3600,0.1379,10.71441777,17.42,677,4182.958333,0,0,0
589,0.0768,10.5865844,0.91,767,5520.0,1,0,0
1696,0.1051,11.77581267,5.07,712,4470.041667,0,0,1
5242,0.1357,10.96992094,13.45,692,2519.958333,0,0,0
1964,0.1379,10.18490001,5.34,682,10308.95833,3,1,0
8939,0.1916,11.51292546,2.96,717,7770.0,10,1,1
7672,0.1025,10.645424900000002,21.63,712,3420.041667,2,0,0
1765,0.1505,11.28978191,12.07,667,3509.041667,1,0,0
809,0.1292,11.46163217,7.06,687,6360.0,2,1,0
8504,0.1418,10.49127422,17.17,647,719.9583332999999,3,0,0
3057,0.1253,10.858999,1.34,742,1770.0,4,0,1
4108,0.0894,11.69524702,12.44,742,6375.958333,3,0,0
3936,0.1126,10.77895629,20.8,702,15419.958330000001,1,0,0
9047,0.1347,11.28978191,14.2,692,4560.0,2,0,0
360,0.0951,11.08214255,2.14,777,4559.041667,6,0,0
3258,0.1095,12.34583459,5.4,727,11910.0,0,0,0
5947,0.0894,10.59663473,9.6,712,2610.041667,0,0,1
2424,0.1474,9.680344001,12.6,682,1263.0,1,0,0
3982,0.1253,11.53272809,16.42,707,7859.958333,0,0,0
3723,0.1411,12.34583459,7.57,662,4080.0,1,0,1
2132,0.1316,10.43399815,18.85,697,2641.0,3,2,1
6167,0.0894,10.81977828,13.27,742,2130.0,0,0,0
4931,0.0774,11.22524339,22.9,752,8999.958333,2,0,0
960,0.1008,11.00209984,19.72,732,5070.0,0,0,0
8349,0.1829,11.53272809,14.8,652,4148.041667,1,0,1
7016,0.1565,11.56171563,1.1,702,4381.0,0,0,0
6551,0.1357,11.17745273,4.72,687,4440.0,0,0,0
6472,0.1461,10.30895266,6.44,677,5040.0,1,0,0
2959,0.1379,11.05089001,20.11,692,3990.0,1,0,0
8388,0.1734,10.858999,10.82,647,2399.041667,8,0,0
8900,0.16699999999999998,11.26446411,9.62,672,3849.958333,7,0,0
3832,0.08,10.46321762,2.23,737,4589.958333,1,0,0
3744,0.1114,9.980448594,8.28,727,2031.9583329999998,2,0,0
3436,0.1158,11.50764153,18.87,747,8340.0,4,0,0
5521,0.1426,8.476371197,13.75,702,2580.0,0,0,1
7532,0.0788,11.2708539,14.97,782,8850.0,0,0,0
6596,0.1183,11.91839057,22.94,757,3817.041667,1,0,0
409,0.1109,10.73639668,11.37,677,2729.041667,1,0,0
8070,0.1786,12.76568843,17.64,657,4230.041667,14,0,1
7383,0.1496,10.86856845,9.62,722,6210.0,0,0,0
2270,0.1347,10.43399815,15.64,682,3300.0,1,0,0
8276,0.145,11.00209984,5.74,657,1830.0,0,0,1
8805,0.1728,11.00209984,23.28,642,9450.0,2,1,0
7978,0.1659,9.560997244,27.55,647,2819.0,3,0,1
5252,0.1843,10.93310697,24.04,667,4440.0,1,0,0
5849,0.1392,10.49127422,8.93,692,2940.041667,3,0,0
8535,0.1482,11.23434848,10.24,652,1889.9583329999998,1,1,0
5487,0.1565,9.903487553,18.9,727,2429.958333,0,0,0
1162,0.1229,11.9512062,7.43,662,5219.958333,2,0,0
8740,0.1601,10.71441777,22.83,652,3539.958333,1,0,0
3979,0.1284,8.494538501000001,17.68,722,2100.0,3,0,0
1181,0.1103,10.96819829,21.12,717,4619.958333,0,0,0
1958,0.0932,10.51583186,8.52,737,4590.041667,1,0,0
1402,0.1241,10.54534144,9.06,692,5250.0,1,0,0
6649,0.1774,11.46163217,22.19,662,4421.0,1,0,0
7744,0.1122,11.00209984,19.5,742,5609.958333,5,1,0
647,0.1387,10.30895266,24.68,682,1500.0,0,0,0
5307,0.1114,11.52781408,15.93,807,6270.0,2,0,0
5331,0.1357,10.62132735,23.94,687,3000.0,2,0,0
4046,0.0768,10.96819829,15.89,752,15360.0,0,0,0
7129,0.0751,11.45105006,5.96,802,4560.041667,2,0,0
2412,0.1189,10.30895266,18.28,712,7020.0,0,0,0
2593,0.1253,10.54006438,10.38,672,3270.0,3,0,1
6599,0.1183,11.98292909,12.63,812,11707.0,0,0,0
7192,0.0774,11.03838355,22.99,742,7302.0,0,0,0
9545,0.0788,10.81977828,20.38,732,7410.041667,4,0,0
312,0.0838,9.392661928999999,0.0,737,1139.0,1,0,0
3577,0.1316,11.05089001,12.06,697,3509.958333,0,0,0
7569,0.1311,12.04355372,24.52,687,3479.041667,2,0,0
2530,0.1505,10.7254676,11.76,682,1469.958333,2,0,0
1437,0.1178,11.12726298,22.43,717,8013.0,0,0,0
8015,0.1565,11.184421400000002,28.4,692,4470.041667,5,0,1
6751,0.1114,11.04292184,9.35,767,5370.041667,2,0,1
1362,0.102,11.27663335,11.99,732,4686.958333,3,0,1
743,0.1039,10.46321762,19.61,717,4439.958333,1,0,0
775,0.08,10.59663473,5.22,772,5280.0,3,0,0
2964,0.08,10.40426284,12.29,777,8310.0,2,0,0
863,0.1103,11.69524702,15.07,722,5219.958333,1,0,0
6848,0.1843,10.89673933,10.04,672,3660.0,0,0,1
876,0.0863,10.98359637,10.55,727,3344.958333,0,0,0
5617,0.0894,11.35040654,0.0,757,3910.958333,3,0,0
9465,0.0894,9.655026193,24.15,727,2670.041667,0,0,0
3170,0.1189,11.40756495,9.44,737,3029.958333,0,0,1
1300,0.1696,10.46310334,29.42,672,5339.958333,2,0,0
704,0.1292,11.15625052,4.08,667,5820.0,3,3,0
2942,0.1411,11.35040654,4.62,687,2010.0,0,0,0
933,0.1261,10.33851146,22.83,677,2432.0,2,0,0
168,0.1059,11.05879518,8.5,682,6839.958333,1,0,0
2396,0.1663,11.03811028,22.98,672,2310.0,0,0,0
7610,0.1062,11.77528973,15.98,787,12570.04167,5,0,0
418,0.0838,11.08214255,7.26,757,5580.041667,0,0,0
7805,0.1375,11.51292546,6.2,647,1978.9583329999998,10,0,0
4755,0.1287,10.27518903,10.51,707,4289.958333,0,1,0
1021,0.1545,10.49127422,24.03,662,2339.958333,1,0,0
2432,0.0932,11.11988288,6.9,727,3180.041667,0,0,0
2370,0.1221,11.849397699999999,0.32,747,1620.041667,0,0,0
9138,0.0963,11.59906646,24.5,722,7409.958333,1,0,0
1690,0.1241,11.3736634,7.66,707,6900.0,0,0,0
1206,0.138,11.12726298,18.16,667,2280.0,1,0,0
8017,0.147,10.22557105,22.61,642,1320.041667,0,0,0
5743,0.1253,10.95080655,10.78,702,3600.0,0,0,0
7551,0.0788,11.41861479,9.61,792,5700.041667,0,0,0
6143,0.1392,10.59663473,16.05,697,1980.0416670000002,1,0,1
4077,0.08,11.05089001,16.9,732,2550.0,1,0,0
910,0.1608,11.57025053,20.39,677,6269.958333,1,0,1
3526,0.0932,10.81977828,6.84,777,7230.0,0,0,0
441,0.0983,11.26446411,15.74,722,4379.0,0,0,0
2928,0.0932,12.01971897,15.02,752,12033.0,1,0,0
141,0.128,10.50232405,18.92,682,2219.0,1,0,0
7799,0.1691,13.12236338,7.47,667,3600.0,2,1,1
6522,0.1148,10.23995979,21.05,732,7470.041667,1,0,0
5144,0.1357,11.51288546,14.04,687,6539.958333,1,0,0
854,0.0976,11.00209984,1.8,717,3820.0,2,0,0
4968,0.1322,10.49127422,22.43,677,5369.958333,1,0,0
2125,0.1316,10.12262308,23.52,692,2850.041667,2,0,1
5956,0.1392,11.53329656,13.1,682,11550.0,1,0,0
1171,0.1103,10.81977828,16.56,687,4499.958333,2,0,0
6461,0.1253,10.54534144,8.43,697,2280.041667,0,0,0
6002,0.1114,9.169518377000001,4.38,747,1260.041667,0,0,0
7121,0.1311,11.849397699999999,9.21,732,6060.041667,0,1,1
2264,0.16,10.77891462,3.73,672,1530.0,3,0,0
4647,0.1878,11.28978191,15.6,672,1142.0,0,0,0
7010,0.0859,11.22524339,12.59,747,6060.041667,1,0,1
2833,0.08,11.27720313,0.5,782,7622.0,2,0,0
3367,0.0963,11.05089001,17.54,767,4589.958333,0,0,0
847,0.1229,10.27505111,4.18,662,2850.0,3,0,0
2158,0.08,10.95080655,12.21,767,3900.041667,2,0,0
660,0.1261,10.46310334,9.63,667,1290.041667,1,0,0
5278,0.1218,11.00209984,11.52,692,7619.958333,1,1,0
464,0.1046,10.75790288,18.15,707,2309.041667,1,0,0
4681,0.0705,10.71441777,3.68,777,7800.0,0,0,0
4933,0.1148,10.73639668,22.93,717,3690.0,0,0,0
1422,0.1146,10.49127422,19.3,702,2069.958333,0,0,0
4490,0.1392,11.22524339,19.87,677,8160.0,0,1,0
5273,0.1496,10.858999,18.74,662,4080.0,2,0,0
4463,0.1183,11.6421978,13.63,707,3690.0,0,0,0
4672,0.1426,10.59663473,13.83,662,3869.958333,2,0,0
768,0.1071,10.91508846,6.11,697,3689.958333,0,0,0
3326,0.1095,9.903887473,0.0,742,11146.95833,1,1,0
950,0.1071,10.65169094,16.83,687,2370.0,2,1,0
1767,0.1221,10.71441777,21.87,697,2940.0,2,0,0
6744,0.0859,11.64780595,0.16,752,1956.0416670000002,0,0,0
8678,0.1039,8.922658300000002,4.96,687,600.0,1,0,0
6652,0.1607,10.80972795,15.39,702,6600.0,1,0,0
1264,0.0832,10.1960079,6.58,722,6270.0,1,2,0
2207,0.1284,10.81977828,17.26,707,5580.041667,3,1,0
1015,0.08,10.71441777,7.17,797,6090.0,1,0,0
1412,0.1304,10.38887228,24.89,672,1830.0,1,1,0
2520,0.1284,9.61580548,10.48,702,2321.958333,1,0,0
7360,0.1273,10.08580911,10.9,722,1590.041667,1,0,1
4801,0.1357,11.71177632,8.38,682,5160.0,3,0,0
1284,0.1475,10.30895266,20.4,662,3240.0,2,0,0
5972,0.1148,10.37349118,11.36,747,3720.041667,1,0,1
7187,0.1025,11.69524702,14.2,732,13410.04167,1,0,0
1271,0.1096,10.70826555,17.41,732,4320.0,3,0,0
5604,0.0859,10.55841352,5.61,727,2310.0,1,0,0
2599,0.1379,10.37349118,9.86,712,2999.958333,2,1,0
4597,0.0774,10.31890299,12.91,752,8973.958333,0,0,0
1911,0.1316,11.23848862,21.9,687,6000.041667,0,0,1
6545,0.0894,10.4341158,6.46,757,2443.041667,2,0,0
343,0.1014,10.77895629,0.0,692,5160.0,0,0,0
8788,0.138,9.852194257999999,3.85,682,959.9583332999998,0,0,0
8710,0.1197,10.77895629,15.38,677,4229.958333,4,0,0
1052,0.1008,10.51867319,20.92,742,8760.0,0,0,0
460,0.1393,10.645424900000002,19.71,667,2490.0,3,0,1
8326,0.1039,10.81977828,20.09,737,5039.041667,0,0,0
3635,0.1189,10.030296400000001,15.43,712,3419.958333,2,0,0
8217,0.1299,9.903487553,9.78,657,1949.0416670000002,2,0,0
3076,0.0932,11.00209984,8.34,747,3960.0,1,0,0
703,0.1261,11.33857208,14.51,692,1890.0,2,0,0
3853,0.0932,10.61643736,14.47,752,2970.0,1,0,0
3130,0.1284,11.20504069,7.69,717,3217.0,0,0,0
2901,0.1284,10.97002421,0.23,767,3630.0,0,0,1
1028,0.0863,10.34817337,1.92,732,5549.958333,0,0,0
3202,0.0768,10.71441777,2.0,762,2940.0,2,0,0
2139,0.1379,10.91508846,19.83,707,1500.0,0,0,0
7311,0.1273,12.94800999,2.01,702,3660.0,1,0,0
341,0.1204,11.05089001,12.5,667,3300.0,3,0,0
7525,0.1533,11.46163217,15.92,672,2910.0,0,0,0
1215,0.1349,10.91508846,14.53,667,9030.0,0,0,1
3905,0.1316,10.71441777,24.91,687,3899.958333,0,0,0
8915,0.1568,11.35040654,7.85,677,1380.041667,6,0,0
499,0.0768,11.52682837,0.83,777,8370.0,1,0,0
199,0.087,11.938193199999999,0.12,757,1128.041667,0,0,0
1257,0.1317,11.18007865,18.95,677,6329.958333,0,0,0
4520,0.1287,10.59653473,3.0,712,1200.0,0,0,0
349,0.1109,11.184421400000002,5.12,687,1949.0416670000002,0,0,1
5953,0.1114,11.849397699999999,8.1,742,5040.0,3,0,0
6795,0.1719,11.14186178,0.57,687,6840.041667,1,0,0
8224,0.1393,11.91839057,19.13,687,5100.0,5,0,0
7566,0.0988,11.54482134,14.44,727,5730.041667,0,0,0
929,0.1071,10.81977828,9.58,702,5129.958333,1,0,1
2771,0.1347,11.28983191,3.67,697,5100.0,0,1,0
216,0.1091,10.49127422,4.67,697,1410.0,2,0,0
5151,0.1426,10.77895629,23.32,682,3360.0,1,1,0
3520,0.1474,10.81977828,18.53,672,4229.958333,1,1,1
6815,0.1322,9.798127037,23.53,707,1920.0416670000002,0,0,0
4281,0.1218,11.26968124,18.26,717,7320.0,3,0,0
7114,0.1273,10.71441777,19.29,717,3001.0,0,0,1
3141,0.1537,10.70772878,12.59,722,6840.0,0,0,0
5102,0.0894,11.69274389,2.84,747,6330.0,1,0,0
3166,0.1189,11.07293102,0.41,742,3119.958333,1,0,0
833,0.1324,11.53272809,7.31,667,3823.0,2,0,1
1034,0.08,11.08214255,5.26,762,3870.0,1,0,0
295,0.0996,10.96819829,21.93,727,4593.041667,2,0,0
8955,0.16,9.998615897999999,13.2,677,1170.0,4,0,0
1472,0.1241,10.71441777,24.75,722,6179.958333,1,0,0
4302,0.1422,10.59663473,0.57,687,1860.0,1,0,1
2313,0.1189,10.89807177,17.95,712,4920.041667,1,0,0
1905,0.1422,11.00209984,3.48,702,3870.041667,3,0,0
2448,0.08,11.22524339,5.79,737,4800.0,0,0,0
3996,0.1126,10.98778115,18.2,712,7469.958333,1,0,0
1939,0.1316,11.91839057,4.06,697,7170.041667,1,2,0
6336,0.0859,11.03488966,16.3,732,4110.041667,0,0,0
5306,0.0774,11.60823564,2.81,792,5520.0,0,0,0
7647,0.0751,10.75790288,12.77,747,3420.041667,0,0,0
8557,0.1418,10.08580911,29.7,727,5640.0,0,1,0
1697,0.0938,11.22524339,13.42,742,6810.041667,0,0,0
6224,0.1496,11.112447900000001,21.74,687,8189.041667,0,0,0
6633,0.1114,8.881836305,9.5,722,5040.0,2,0,0
4464,0.0894,11.03939563,7.78,792,7118.958333,1,0,0
5417,0.1148,11.22524339,9.81,722,2879.958333,3,0,0
830,0.0768,10.5865844,9.52,817,6629.958333,0,0,0
7517,0.1273,10.16585182,17.12,692,6962.0,0,0,1
1126,0.1292,10.37349118,4.76,662,1350.0,0,0,0
8547,0.1103,11.6351431,5.0,682,9899.958333,4,0,0
4411,0.1183,11.70354582,15.14,702,7529.958333,1,0,0
3248,0.0932,10.07323033,10.08,747,3540.0,0,0,0
8684,0.1166,9.903687533,9.9,677,1471.0,4,0,0
755,0.1355,10.77895629,22.75,677,2730.041667,0,0,0
6791,0.1218,11.19821472,21.11,687,5310.041667,0,0,0
6293,0.0774,10.30895266,17.28,752,2612.041667,0,0,0
9437,0.1461,10.23995979,0.0,692,1530.041667,6,0,0
2477,0.1379,10.81985828,16.58,712,3060.0,1,0,0
3580,0.1411,10.30895266,13.96,672,4620.0,3,0,0
8789,0.1538,10.08580911,11.5,657,8070.0,0,1,0
5949,0.1287,10.61043901,10.36,687,2760.041667,1,0,0
1520,0.1367,9.61580548,14.0,662,3000.041667,0,0,1
1963,0.1189,11.61728548,1.92,702,8730.0,1,0,0
5393,0.1287,11.52132013,0.88,777,6918.0,0,0,0
240,0.0964,9.878169745,21.23,772,5881.0,0,0,0
558,0.1261,11.69524702,5.76,697,2141.041667,3,0,1
597,0.0945,11.00209984,13.16,732,4470.0,0,0,0
4301,0.1565,12.68354829,15.58,672,10200.0,1,0,0
76,0.1122,10.59663473,13.5,712,5368.958333,3,0,1
1279,0.1412,10.385913699999998,23.85,682,3569.958333,1,0,0
1927,0.1379,10.71441777,6.0,722,5280.041667,1,0,0
2439,0.1253,11.35040654,18.58,712,8970.041667,0,0,1
2030,0.1568,10.96812932,15.87,667,2190.0,0,0,0
2310,0.1284,11.15625052,16.87,747,5001.0,4,0,0
2242,0.1189,11.13453063,18.83,727,4110.0,2,0,1
346,0.1172,10.57821615,17.2,667,1410.0,0,1,0
4422,0.0894,10.51867319,8.37,737,5190.0,0,0,0
793,0.1229,10.37349118,13.28,672,4320.0,1,2,0
588,0.1355,11.17885035,3.35,662,5460.0,2,1,1
5286,0.1287,11.40756495,14.99,687,4170.0,3,0,0
5240,0.1114,11.22524339,4.53,762,2580.0,0,0,0
2760,0.1505,11.31447453,11.56,667,3630.0,1,2,0
4690,0.1496,10.5454467,10.1,682,2553.0,1,0,0
8910,0.1189,10.69648007,17.65,727,3150.041667,4,0,1
2787,0.0768,10.66895539,21.43,797,4049.958333,1,0,0
2005,0.1474,10.30895266,11.24,677,3060.041667,1,0,1
6059,0.1253,10.46310334,12.03,707,4680.0,0,0,0
8932,0.0963,11.28978191,7.41,767,11764.0,1,0,0
1065,0.0737,10.71973693,1.72,797,4559.958333,0,0,0
2265,0.1316,10.18490001,14.54,717,2820.041667,2,0,0
1771,0.1474,10.83958091,18.71,672,4740.0,2,0,1
3100,0.0963,11.19547123,9.26,752,2969.958333,0,0,1
8539,0.1608,11.98292909,28.34,682,3749.958333,4,0,0
4711,0.1392,12.32385568,24.06,702,6869.958333,3,0,0
7371,0.1533,11.27720313,13.96,697,9721.041667,0,1,0
3086,0.1253,10.34161344,15.21,687,1800.0,0,0,0
7989,0.1438,11.51292546,11.4,647,7350.041667,15,0,0
8037,0.1217,10.21200113,14.85,662,2820.0,31,0,0
764,0.1071,10.30895266,21.48,722,10110.0,1,0,0
7141,0.1385,10.96127785,14.33,682,4050.0,1,0,0
5655,0.1253,10.49404814,20.78,707,7740.041667,1,1,0
826,0.0832,10.40426284,3.42,722,2160.0,1,0,0
1230,0.1096,10.71441777,1.33,712,3240.0,2,0,1
8475,0.1229,11.31007462,14.2,677,5609.958333,9,0,0
9331,0.1392,9.574983486,9.31,687,1202.0,4,0,0
3300,0.1189,10.91508846,6.81,697,4559.958333,0,0,0
6892,0.1114,9.798127037,16.33,717,4050.0,0,0,0
8265,0.1797,10.4341158,27.42,647,3750.041667,10,0,0
5759,0.0751,10.91508846,22.28,737,3607.0,2,0,0
3115,0.0768,10.25765937,2.23,712,1499.958333,0,0,0
4598,0.1635,10.81977828,7.2,747,1860.0,1,0,1
2666,0.0963,11.51292546,4.81,802,9637.958333,1,0,0
4814,0.1114,11.22524339,8.05,767,5759.958333,0,0,0
2255,0.0963,10.96044417,16.97,797,13470.0,0,0,0
479,0.1071,8.9751293,3.04,682,6929.0,2,1,0
5446,0.1253,9.472396897000001,11.63,697,4140.0,3,0,0
7813,0.1217,11.32900263,17.02,712,4320.0,5,0,0
5326,0.1148,11.09741002,5.89,782,4380.0,2,0,0
6186,0.0894,10.77895629,15.8,722,3870.041667,0,0,1
9562,0.1348,10.93310697,17.76,717,3870.041667,6,0,0
3944,0.1221,11.00209984,19.82,732,3720.0,0,0,0
2211,0.1189,9.952277717000001,8.57,722,3210.041667,1,0,1
4937,0.1392,11.35035948,12.61,707,6419.958333,2,0,0
7673,0.1422,10.59663473,10.05,702,1230.041667,1,0,0
6959,0.0894,11.40756495,6.19,752,3394.041667,0,0,0
3775,0.1347,10.87804719,18.66,697,3119.958333,2,0,0
6765,0.1426,11.112447900000001,11.23,687,2220.0,2,0,0
465,0.0983,10.77895629,11.93,717,6329.041667,0,1,0
5047,0.0859,10.27090459,15.96,732,1830.0,0,0,0
2250,0.1347,10.77895629,20.32,687,3420.041667,1,1,0
3322,0.08,11.28978191,14.63,757,2040.0,2,0,0
8319,0.0976,11.22524339,0.4,727,900.0416667000002,1,0,0
157,0.1154,10.81977828,8.04,672,3089.0,1,1,0
986,0.0863,11.51292546,4.55,727,6480.0,0,1,0
4834,0.1218,10.30895266,8.36,712,1349.958333,2,0,0
3547,0.1253,10.66895539,18.89,682,5130.0,2,0,1
2688,0.1568,10.73639668,20.87,677,2339.958333,0,0,0
7896,0.1312,9.729134165,5.36,652,299.9583333,0,0,1
8534,0.1355,10.360912400000002,3.11,657,5879.958333,5,0,1
8847,0.0938,11.69524702,6.46,727,5101.0,1,0,0
7283,0.1459,10.87804719,16.53,687,1201.041667,0,0,0
3182,0.1411,10.3072846,14.98,672,3389.958333,0,0,0
6745,0.1114,10.96819829,5.86,717,4230.041667,0,0,0
3350,0.1505,9.210340372000001,15.84,677,2070.0,1,0,0
1220,0.1096,10.30895266,1.8,697,3360.0,0,0,0
7516,0.1136,12.03171926,5.39,712,5555.0,0,0,0
1902,0.1126,12.07254125,3.31,757,5880.0,0,0,0
4578,0.1218,11.15625052,14.31,722,3000.0,1,1,0
9380,0.1287,11.28978191,11.38,717,5700.041667,0,0,1
5255,0.16,11.55214618,3.25,682,3869.958333,2,0,1
9014,0.1916,10.57704408,13.19,677,869.9583332999998,3,0,1
9177,0.1411,10.46310334,16.87,677,3779.958333,5,0,0
4063,0.0963,11.15625052,8.86,757,4859.958333,2,0,0
2449,0.1411,10.71441777,7.95,682,2340.041667,0,0,0
3318,0.0932,12.14950229,7.69,742,5999.958333,1,0,0
4128,0.0894,10.37349118,16.95,737,2313.958333,0,0,0
4773,0.1426,11.15625052,13.68,687,4860.0,1,0,0
1439,0.1493,11.00209984,20.58,682,6720.0,0,0,1
5796,0.1148,11.40366848,0.56,802,3810.041667,0,0,1
6433,0.1287,10.78931908,15.39,717,3060.041667,0,0,0
1399,0.1178,10.75790288,22.49,692,8160.0,3,0,1
2271,0.1537,11.69524702,12.72,687,3210.041667,1,1,0
7260,0.1422,11.00209984,18.6,682,4470.0,0,0,0
9320,0.1496,11.01862914,16.19,672,6360.0,4,0,0
9145,0.1979,11.28978191,19.2,692,5639.958333,6,0,0
2976,0.08,11.51288546,4.32,712,7109.958333,0,1,0
4508,0.0894,10.59663473,2.91,732,3149.958333,0,0,1
9558,0.1533,11.80559508,17.21,682,2790.041667,4,0,0
7493,0.0788,10.86475165,3.76,742,4980.041667,0,0,0
7298,0.1099,10.81977828,24.53,727,2430.041667,0,0,0
7318,0.1422,10.1266311,11.38,677,1470.0,0,0,0
5801,0.0705,10.858999,11.22,777,16652.0,0,0,0
7109,0.1533,10.51867319,15.73,672,1950.0416670000002,1,0,0
868,0.1103,10.34174248,14.4,692,3930.0,0,0,1
6024,0.0894,10.71441777,6.13,747,2043.0416670000002,1,0,1
1889,0.1253,10.73630972,15.91,697,2220.0,2,0,0
6749,0.1253,9.92329018,24.35,717,3390.041667,1,1,0
4643,0.1704,11.678405999999999,17.74,672,5160.0,1,1,0
8163,0.092,11.48246626,19.6,737,12240.04167,12,0,0
7524,0.0788,11.16194854,19.72,762,4113.0,3,0,0
9576,0.16,10.81977828,19.18,692,1800.0,5,0,1
3721,0.1218,11.00209984,24.7,712,2217.0,1,0,0
2869,0.1411,10.51867319,3.31,697,3659.958333,1,1,0
1154,0.1197,10.77895629,10.4,667,3839.958333,1,0,0
8848,0.1304,10.29200994,20.38,672,2370.041667,4,0,1
7702,0.1821,10.71441777,11.39,662,5400.0,3,2,1
5814,0.0774,11.46507298,0.96,797,8490.041667,1,0,0
4521,0.1843,10.563543199999998,9.86,667,2520.0,0,0,1
6866,0.1496,9.574983486,0.08,742,1321.041667,6,0,0
3551,0.0894,11.184421400000002,10.2,782,13334.95833,0,0,0
61,0.0743,10.59663473,2.55,772,8189.958333,2,0,0
6774,0.1114,10.30895266,15.52,737,4020.0,1,0,0
3477,0.1221,11.00209984,2.08,727,2820.0,1,0,0
2361,0.1505,11.31498659,16.54,697,6270.0,0,0,1
3656,0.1411,11.15257234,3.63,672,3930.0,2,0,0
6363,0.1287,10.08580911,22.55,677,1920.0416670000002,1,0,0
2083,0.1253,10.81977828,11.88,722,2790.041667,1,0,1
6917,0.1392,11.51292546,17.52,692,5010.041667,0,0,0
5233,0.1253,11.04132055,3.65,782,5910.0,0,0,0
6039,0.1322,10.81977828,10.44,712,5520.0,3,0,0
9325,0.1635,10.81977828,6.96,732,4531.0,9,1,0
1603,0.1241,11.15625052,10.35,682,3180.0,2,3,0
568,0.1261,10.858999,12.02,672,2699.041667,0,0,0
8536,0.16399999999999998,12.388394199999999,12.37,652,5850.958333,1,5,0
8367,0.1261,10.16585182,6.46,667,960.0416667000002,1,0,0
6396,0.1357,11.58988651,9.43,687,3720.041667,0,0,0
5059,0.07400000000000001,11.51192496,0.18,802,6179.958333,2,0,0
1150,0.1103,11.65268741,7.55,687,4949.958333,0,0,0
4181,0.0859,10.40438405,2.29,737,3570.0,0,0,0
5846,0.1357,11.08214255,12.55,677,2640.041667,1,0,0
2746,0.1496,11.20504069,18.43,662,5517.0,0,0,0
5812,0.1426,11.35040654,15.78,707,4530.041667,3,0,1
6441,0.07400000000000001,10.71441777,3.84,762,3360.041667,1,0,0
8427,0.1324,10.95080655,3.37,652,750.0,0,0,0
8019,0.0743,9.574983486,0.0,757,300.0,0,0,1
8251,0.1829,10.94574111,25.5,657,3420.041667,0,0,0
3716,0.1411,11.40756495,11.67,707,4109.958333,0,0,0
6589,0.1496,11.69524702,8.51,707,5226.041667,0,1,0
2788,0.1632,10.77895629,20.55,672,4799.958333,0,0,1
40,0.0807,12.10071213,5.55,742,4019.0,0,0,0
662,0.0945,9.915613732,5.99,712,4470.0,0,0,0
565,0.1703,11.58058411,15.81,662,6660.0,0,0,1
8458,0.1324,11.12714533,18.51,672,3329.958333,10,0,0
7576,0.1273,10.9273763,14.78,677,3840.041667,1,0,0
9330,0.1357,11.40756495,11.43,692,3179.958333,5,0,0
5389,0.1287,10.08580911,10.8,702,2640.0,0,0,1
2847,0.1537,10.59653473,16.89,662,3809.958333,0,0,0
2727,0.0932,10.4341158,22.62,747,6725.958333,0,0,0
3626,0.1505,11.22524339,18.82,687,2580.0,0,0,0
5245,0.1461,13.08154138,2.09,692,4020.0,2,0,0
2936,0.1347,11.184421400000002,12.85,687,3510.0,0,1,0
66,0.0996,11.26446411,11.06,702,4979.958333,0,1,0
5534,0.1531,11.75978554,24.08,712,8279.958333,3,0,0
1087,0.1008,11.08220409,1.55,697,4380.0,1,0,0
299,0.0901,11.69524702,4.28,722,4080.041667,1,1,0
357,0.1078,10.54534144,14.84,677,4140.041667,0,0,0
9211,0.1183,10.91508846,13.7,732,5880.0,4,0,0
1945,0.1189,10.59663473,14.88,757,6150.0,0,0,0
190,0.1091,11.28978191,9.23,687,2519.0,0,0,0
8155,0.1393,10.81977828,23.47,697,7440.041667,0,0,0
9355,0.1287,10.86696717,10.49,687,3641.0,4,0,0
958,0.1134,11.790557199999999,5.44,682,4889.958333,1,0,0
7194,0.1062,11.40756495,24.16,717,3840.041667,0,0,0
5133,0.1461,11.62621844,17.19,697,7020.0,2,0,0
